CV_CCT|CV_TURNO|TURNO|NOMBRECT|C_NOM_ENT|CV_MUN|C_NOM_MUN|CV_LOC|C_NOM_LOC|C_NOM_VIALIDAD|N_EXTNUM|CONTROL|SUBCONTROL|TIPO|NIVEL|SUBNIVEL|CV_CARACTERIZAN1|C_CARACTERIZAN1|CV_CARACTERIZAN2|C_CARACTERIZAN2|ZONA|JEFSEC|SERVREG|CV_ESTATUS_CAPTURA|PERIODO|V1|V2|V3|V4|V5|V6|V7|V8|V9|V10|V11|V12|V13|V14|V15|V16|V17|V18|V19|V20|V21|V22|V23|V24|V25|V26|V27|V28|V29|V30|V31|V32|V33|V34|V35|V36|V37|V38|V39|V40|FECHA_ENTREGA|
32FTV0020Z|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.20|ZACATECAS|010|FRESNILLO|0001|FRESNILLO|CALLE SUSTICACAN|212|PÚBLICO|ESTATAL||||0||0||||32ADG0012M|0|I2017|11|13|11|4|0|0|1|1|0|0|0|1|0|1|0|0|0|1|1|2|1|0|0|0|0|0|1|1|0|0|0|0|1|0|0|0|0|1|1|1|20/10/2017 0:00:00|
32FTV0021Z|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.21|ZACATECAS|001|APOZOL|0001|APOZOL|CALLE CONSTITUCION|69|PÚBLICO|ESTATAL||||0||0||||32ADG0014K|0|I2017|14|8|14|1|40|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|0|0|0|1|0|1|0|1|1|1|1|1|1|1|1|1|1|18/10/2017 0:00:00|
32FTV0022Y|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.22|ZACATECAS|010|FRESNILLO|0001|FRESNILLO|CALLE SUSTICACAN COLONIA SOLIDARIDAD|212|PÚBLICO|ESTATAL||||0||0||||32ADG0012M|0|I2017|26|13|26|1|15|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|0|0|0|1|0|0|1|1|0|1|1|1|1|0|1|1|1|23/10/2017 0:00:00|
32FTV0023X|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.23|ZACATECAS|040|SAIN ALTO|0001|SAIN ALTO|CALLE 20 DE NOVIEMBRE|42|PÚBLICO|ESTATAL||||0||0||||32ADG0022T|0|I2017|17|18|17|0|50|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|0|1|0|0|0|1|0|0|0|1|1|1|1|0|1|1|1|12/10/2017 0:00:00|
32FTV0024W|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM. 24|ZACATECAS|020|JEREZ|0001|JEREZ DE GARCÍA SALINAS|CALLE ATLAS|0|PÚBLICO|ESTATAL||||0||0||||32ADG0018G|0|I2017|14|9|14|1|0|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|0|1|0|0|0|0|1|0|0|1|1|1|1|0|1|1|1|30/10/2017 0:00:00|
32FTV0025V|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.25|ZACATECAS|009|CHALCHIHUITES|0001|CHALCHIHUITES|CALLE ITURBIDE CENTRO|200|PÚBLICO|ESTATAL||||0||0||||32ACE0001J|0|I2017|18|13|18|5|30|1|0|1|1|0|1|0|1|1|0|0|0|2|1|3|1|0|0|1|0|0|0|1|0|0|0|0|1|1|1|1|0|1|1|1|30/10/2017 0:00:00|
32FTV0026U|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.26|ZACATECAS|017|GUADALUPE|0001|GUADALUPE|PRIVADA EUCALIPTOS EX-HDA.DE BERNARDEZ|0|PÚBLICO|ESTATAL||||0||0||||32ADG0021U|0|I2017|20|13|20|0|40|1|0|1|0|0|0|1|0|1|0|0|0|2|0|2|1|0|0|0|0|0|1|0|1|0|1|1|1|1|1|1|1|1|1|1|20/10/2017 0:00:00|
32FTV0027T|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.27|ZACATECAS|019|JALPA|0001|JALPA|CALLE HEROES DE CANANEA COLONIA UNION OBRERA|0|PÚBLICO|ESTATAL||||0||0||||32ADG0013L|0|I2017|14|13|13|1|0|0|1|1|0|0|0|0|1|1|0|0|0|0|2|2|1|0|0|0|0|0|1|0|0|1|1|0|1|1|1|1|0|1|1|1|17/10/2017 0:00:00|
32FTV0028S|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.28|ZACATECAS|007|CONCEPCIÓN DEL ORO|0001|CONCEPCIÓN DEL ORO|CALLE FRANCISCO SARABIA|8|PÚBLICO|ESTATAL||||0||0||||32ADG0016I|0|I2017|18|12|18|2|20|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|0|0|0|1|1|0|0|0|1|1|1|1|1|0|1|1|1|06/11/2017 0:00:00|
32FTV0029R|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.29|ZACATECAS|020|JEREZ|0001|JEREZ DE GARCÍA SALINAS|CALLE ATLAS|0|PÚBLICO|ESTATAL||||0||0||||32ADG0018G|0|I2017|14|13|14|1|5|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|0|0|0|1|0|1|0|1|0|0|1|0|1|0|0|1|1|07/11/2017 0:00:00|
32FTV0030G|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.30|ZACATECAS|010|FRESNILLO|0001|FRESNILLO|CALLE JUAN DE TOLOSA|406|PÚBLICO|ESTATAL||||0||0||||32ADG0012M|0|I2017|22|5|22|3|20|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|0|0|0|1|0|0|1|1|0|1|1|1|0|0|1|1|1|24/10/2017 0:00:00|
32FTV0031F|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.31|ZACATECAS|035|NORIA DE ÁNGELES|0001|NORIA DE ÁNGELES|CALLE NUEVO MORELOS|0|PÚBLICO|ESTATAL||||0||0||||32FSR0001J|0|I2017|19|9|19|1|0|0|1|1|0|0|0|1|0|1|0|0|0|1|1|2|1|0|0|1|0|0|0|0|1|0|0|0|1|0|1|0|0|1|1|0|24/10/2017 0:00:00|
32FTV0032E|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.32|ZACATECAS|034|NOCHISTLÁN DE MEJÍA|0001|NOCHISTLÁN DE MEJÍA|CALLE BUGAMBILIAS PLANTA ALTA|2|PÚBLICO|ESTATAL||||0||0||||32ADG0023S|0|I2017|13|12|13|1|0|0|1|1|0|0|0|0|1|1|0|0|0|0|2|2|1|0|0|0|0|0|1|0|1|0|1|0|1|1|1|1|1|1|1|1|16/10/2017 0:00:00|
32FTV0033D|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM. 33|ZACATECAS|056|ZACATECAS|0001|ZACATECAS|CALLE ANTIGUA CARRETERA PANAMERICANA KILOMETROS 2.5|0|PÚBLICO|ESTATAL||||0||0||||32ADG0011N|0|I2017|19|8|19|1|10|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|0|0|0|1|0|0|1|1|1|1|1|1|1|0|1|1|1|06/11/2017 0:00:00|
32FTV0034C|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.34|ZACATECAS|017|GUADALUPE|0001|GUADALUPE|PRIVADA EUCALIPTOS EX-HDA.DE BERNARDEZ|0|PÚBLICO|ESTATAL||||0||0||||32ADG0021U|0|I2017|19|20|19|1|25|0|1|1|0|0|0|1|0|1|0|0|0|1|1|2|1|0|0|0|1|0|0|0|1|0|0|0|0|1|1|0|0|1|0|0|19/10/2017 0:00:00|
32FTV0035B|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.35|ZACATECAS|039|RÍO GRANDE|0001|RÍO GRANDE|CALLE ZARAGOZA COL. SAUCES|0|PÚBLICO|ESTATAL||||0||0||||32ADG0015J|0|I2017|14|8|14|1|50|1|0|1|0|0|0|1|0|1|0|0|0|2|0|2|1|0|0|0|0|0|1|0|1|0|1|0|0|1|1|1|1|1|1|0|25/10/2017 0:00:00|
32FTV0036A|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.36|ZACATECAS|056|ZACATECAS|0001|ZACATECAS|CALLE ANTIGUA CARRETERA PANAMERICANA KILOMETROS 2.5|0|PÚBLICO|ESTATAL||||0||0||||32ADG0011N|0|I2017|19|13|19|1|45|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|0|0|0|1|0|1|0|0|0|1|0|0|0|1|1|1|1|25/10/2017 0:00:00|
32FTV0037Z|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.37|ZACATECAS|049|VALPARAÍSO|0001|VALPARAÍSO|PROLONGACIÓN FRANCISCO I. MADERO|0|PÚBLICO|ESTATAL||||0||0||||32ADG0012M|0|I2017|13|13|13|3|30|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|0|0|0|1|1|0|0|0|0|0|1|0|1|0|1|1|1|25/10/2017 0:00:00|
32FTV0038Z|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.38|ZACATECAS|048|TLALTENANGO DE SÁNCHEZ ROMÁN|0001|TLALTENANGO DE SÁNCHEZ ROMÁN|PROLONGACIÓN ATOLINGA (BARRIO EL OBISPO)|0|PÚBLICO|ESTATAL||||0||0||||32ADG0014K|0|I2017|25|12|25|1|30|1|0|1|0|0|0|1|0|1|0|0|0|2|0|2|1|0|0|0|1|0|0|0|1|0|0|1|0|1|1|1|1|1|1|1|23/10/2017 0:00:00|
32FTV0039Y|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.39|ZACATECAS|026|MAZAPIL|0013|ESTACIÓN CAMACHO|CALLE ESTACION CAMACHO|0|PÚBLICO|ESTATAL||||0||0||||32ADG0016I|0|I2017|15|13|15|2|0|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|0|0|0|1|0|1|0|0|0|1|1|0|1|0|1|0|1|15/10/2017 0:00:00|
32FTV0040N|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.40|ZACATECAS|038|PINOS|0001|PINOS|PROLONGACIÓN J ENCARNACION ORTIZ|0|PÚBLICO|ESTATAL||||0||0||||32ADG0017H|0|I2017|17|12|17|1|30|1|0|1|0|0|0|1|0|1|0|0|0|2|0|2|1|0|0|0|1|0|0|0|1|0|0|0|1|1|1|1|0|1|1|1|13/11/2017 0:00:00|
32FTV0041M|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.41|ZACATECAS|019|JALPA|0001|JALPA|CALLE HEROES DE CANANEA COLONIA UNION OBRERA|0|PÚBLICO|ESTATAL||||0||0||||32ADG0013L|0|I2017|15|13|15|1|10|1|0|1|0|0|0|1|0|1|0|0|0|2|0|2|1|0|0|0|1|0|0|0|1|0|0|1|1|1|1|1|1|1|1|1|23/10/2017 0:00:00|
32FTV0042L|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.42|ZACATECAS|017|GUADALUPE|0001|GUADALUPE|PRIVADA EUCALIPTOS EX-HDA.DE BERNARDEZ|0|PÚBLICO|ESTATAL||||0||0||||32ADG0021U|0|I2017|17|16|17|1|0|1|0|1|1|0|1|1|0|1|0|0|0|3|0|3|1|0|0|0|1|0|0|0|1|0|0|1|1|1|1|1|0|1|1|1|26/10/2017 0:00:00|
32FTV0043K|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.43|ZACATECAS|007|CONCEPCIÓN DEL ORO|0001|CONCEPCIÓN DEL ORO|CALLE MINA CABRESTANTE|0|PÚBLICO|ESTATAL||||0||0||||32ADG0016I|0|I2017|14|13|13|2|0|0|1|1|0|0|0|1|0|1|0|0|0|1|1|2|1|0|0|0|1|0|0|0|1|0|0|0|1|1|1|1|1|1|1|1|30/10/2017 0:00:00|
32FTV0044J|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.44|ZACATECAS|010|FRESNILLO|0001|FRESNILLO|CALLE JUAN DE TOLOSA|406|PÚBLICO|ESTATAL||||0||0||||32ADG0012M|0|I2017|20|13|20|1|20|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|0|0|0|1|0|0|1|1|0|1|1|1|1|0|1|1|1|13/11/2017 0:00:00|
32FTV0045I|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.45|ZACATECAS|020|JEREZ|0001|JEREZ DE GARCÍA SALINAS|AVENIDA ATLAS|13|PÚBLICO|ESTATAL||||0||0||||32ADG0018G|0|I2017|10|12|10|0|45|1|0|1|0|1|1|0|1|1|0|0|0|1|2|3|1|0|0|0|0|0|1|0|0|1|1|1|1|1|1|1|1|1|1|1|30/10/2017 0:00:00|
32FTV0046H|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.46|ZACATECAS|020|JEREZ|0001|JEREZ DE GARCÍA SALINAS|CALLE ATLAS|0|PÚBLICO|ESTATAL||||0||0||||32ADG0018G|0|I2017|13|9|13|1|10|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|0|0|0|1|0|0|1|1|1|1|1|1|1|1|1|1|1|17/10/2017 0:00:00|
32FTV0047G|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.47|ZACATECAS|039|RÍO GRANDE|0001|RÍO GRANDE|PROLONGACIÓN LIBERTAD FRACCIONAMIENTO LOS ALAMOS|0|PÚBLICO|ESTATAL||||0||0||||32ADG0015J|0|I2017|12|11|12|0|40|0|1|1|0|0|0|0|1|1|0|0|0|0|2|2|1|0|0|0|0|0|1|0|0|1|1|0|1|1|1|0|0|1|1|1|31/10/2017 0:00:00|
32FTV0048F|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.48|ZACATECAS|038|PINOS|0001|PINOS|CALLE ITURBIDE|0|PÚBLICO|ESTATAL||||0||0||||32ADG0017H|0|I2017|16|8|16|1|30|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|0|1|0|0|0|0|1|0|1|1|1|1|1|0|0|0|0|31/10/2017 0:00:00|
32FTV0049E|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.49|ZACATECAS|042|SOMBRERETE|0001|SOMBRERETE|CALLE LUZ RIVAS DE BRACHO|210|PÚBLICO|ESTATAL||||0||0||||32ADG0022T|0|I2017|17|13|17|1|10|0|1|1|0|0|0|0|1|1|0|0|0|0|2|2|1|0|0|0|1|0|0|1|0|0|0|1|1|1|1|1|0|1|1|1|25/10/2017 0:00:00|
32FTV0050U|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.50|ZACATECAS|042|SOMBRERETE|0001|SOMBRERETE|CALLE INDEPENDENCIA|102|PÚBLICO|ESTATAL||||0||0||||32ADG0022T|0|I2017|15|13|15|3|30|0|1|1|0|0|0|0|1|1|0|0|0|0|2|2|1|0|0|0|1|0|0|1|0|0|0|0|1|1|1|1|0|1|1|1|25/10/2017 0:00:00|
32FTV0051T|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.51|ZACATECAS|024|LORETO|0001|LORETO|PROLONGACIÓN VALLE REAL|0|PÚBLICO|ESTATAL||||0||0||||32FSR0001J|0|I2017|11|13|11|0|30|1|0|1|0|0|0|1|0|1|0|0|0|2|0|2|1|0|0|0|1|0|0|0|1|0|0|0|1|1|1|1|0|1|1|1|20/10/2017 0:00:00|
32FTV0052S|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.52|ZACATECAS|038|PINOS|0001|PINOS|CALLE VILLA DE ARRIAGA SAN LUIS POTOSI|0|PÚBLICO|ESTATAL||||0||0||||32ADG0017H|0|I2017|21|9|21|0|20|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|0|0|0|1|0|0|1|1|1|1|1|0|1|0|1|1|1|13/10/2017 0:00:00|
32FTV0053R|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.53|ZACATECAS|038|PINOS|0001|PINOS|PROLONGACIÓN J ENCARNACION ORTIZ|0|PÚBLICO|ESTATAL||||0||0||||32ADG0017H|0|I2017|15|13|15|1|30|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|0|1|0|0|0|1|0|0|0|1|1|1|1|0|1|1|1|31/10/2017 0:00:00|
32FTV0054Q|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.54|ZACATECAS|039|RÍO GRANDE|0001|RÍO GRANDE|PROLONGACIÓN LIBERTAD FRACCIONAMIENTO LOS ALAMOS|0|PÚBLICO|ESTATAL||||0||0||||32ADG0015J|0|I2017|12|12|12|2|40|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|0|0|0|1|1|0|0|0|0|1|1|1|1|1|1|1|1|17/10/2017 0:00:00|
32FTV0055P|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.55|ZACATECAS|049|VALPARAÍSO|0001|VALPARAÍSO|CALLE JUAN DE TOLOSA|406|PÚBLICO|ESTATAL||||0||0||||32ADG0012M|0|I2017|11|13|11|3|30|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|0|0|0|1|1|0|0|0|0|1|0|1|1|0|1|1|1|01/11/2017 0:00:00|
32FTV0056O|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.56|ZACATECAS|019|JALPA|0001|JALPA|CALLE HEROES DE CANANEA COLONIA UNION OBRERA|0|PÚBLICO|ESTATAL||||0||0||||32ADG0013L|0|I2017|15|14|15|1|50|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|0|1|0|0|0|1|0|0|0|1|1|1|1|1|1|1|1|30/10/2017 0:00:00|
32FTV0101K|4|DISCONTINUO|SUPERVISION DE ZONA DE TELESECUNDARIA NUM.1|ZACATECAS|056|ZACATECAS|0001|ZACATECAS|CALLE ANTIGUA CARRETERA PANAMERICANA KILOMETROS 2.5|0|PÚBLICO|ESTATAL||||0||0||||32ADG0011N|0|I2017|17|13|17|0|45|1|0|1|0|0|0|0|1|1|0|0|0|1|1|2|1|0|0|0|0|0|1|0|0|1|1|0|1|1|1|1|0|1|1|1|21/10/2017 0:00:00|
32FZP0001V|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PREESCOLAR NUM. 1|ZACATECAS|026|MAZAPIL|0013|ESTACIÓN CAMACHO|CALLE ESTACION CAMACHO|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJZ0008U|32ADG0006B|0|I2017|7|14|7|1|0|0|1|1|0|0|0|0|1|1|0|0|0|0|2|2|1|0|0|1|0|0|0|0|1|0|1|0|1|1|0|1|0|1|0|0|30/10/2017 0:00:00|
32FZP0002U|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PREESCOLAR NUM. 2|ZACATECAS|007|CONCEPCIÓN DEL ORO|0001|CONCEPCIÓN DEL ORO|CALLE 16 DE SEPTIEMBRE|42|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJZ0008U|32ADG0006B|0|I2017|7|14|7|2|0|0|1|1|0|0|0|0|1|1|0|0|0|0|2|2|1|0|0|0|0|0|1|1|0|0|1|0|1|1|1|1|0|1|1|1|25/10/2017 0:00:00|
32FZP0004S|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PREESCOLAR NUM. 4|ZACATECAS|007|CONCEPCIÓN DEL ORO|0001|CONCEPCIÓN DEL ORO|CALLE MINA CABRESTANTE|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJZ0008U|32ADG0006B|0|I2017|8|11|8|2|30|0|1|1|0|0|0|0|1|1|0|0|0|0|2|2|1|0|0|0|1|0|0|1|0|0|1|0|0|1|1|1|0|1|1|1|26/10/2017 0:00:00|
32FZP0005R|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PREESCOLAR NUM. 5|ZACATECAS|056|ZACATECAS|0001|ZACATECAS|CALLE ANTIGUA CARRETERA PANAMERICANA KILOMETROS 2.5|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJZ0001A|32ADG0010O|0|I2017|14|14|14|1|40|0|1|1|0|0|0|0|0|0|0|1|1|0|2|2|1|0|0|1|0|0|0|0|1|0|1|1|0|0|0|1|0|1|1|0|17/10/2017 0:00:00|
32FZP0006Q|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PREESCOLAR NUM. 6|ZACATECAS|039|RÍO GRANDE|0001|RÍO GRANDE|PROLONGACIÓN LIBERTAD FRACCIONAMIENTO LOS ALAMOS|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJZ0006W|32ADG0005C|0|I2017|10|12|10|1|0|1|0|1|0|0|0|1|0|1|0|0|0|2|0|2|1|0|0|0|0|0|1|1|0|0|0|0|1|1|1|1|0|1|1|1|18/10/2017 0:00:00|
32FZP0007P|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PREESCOLAR NUM. 7|ZACATECAS|039|RÍO GRANDE|0001|RÍO GRANDE|PROLONGACIÓN LIBERTAD FRACCIONAMIENTO LOS ALAMOS|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJZ0006W|32ADG0005C|0|I2017|12|13|12|1|30|1|0|1|0|1|1|0|1|1|0|0|0|1|2|3|1|0|0|0|1|0|0|0|1|0|0|0|0|1|0|1|0|0|0|0|02/11/2017 0:00:00|
32FZP0008O|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PREESCOLAR NUM. 8|ZACATECAS|006|CAÑITAS DE FELIPE PESCADOR|0001|CAÑITAS DE FELIPE PESCADOR|CALLE 12 DE OCTUBRE|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJZ0003Z|32ADG0025Q|0|I2017|6|13|6|1|0|0|1|1|0|0|0|0|1|1|0|0|0|0|2|2|1|0|0|1|0|0|0|0|1|0|1|0|0|1|1|1|0|1|0|0|31/10/2017 0:00:00|
32FZP0009N|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PREESCOLAR NUM. 9|ZACATECAS|056|ZACATECAS|0001|ZACATECAS|CALLE ANTIGUA CARRETERA PANAMERICANA KILOMETROS 2.5|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJZ0001A|32ADG0010O|0|I2017|12|12|12|1|30|0|1|1|0|0|0|0|1|1|0|0|0|0|2|2|1|0|0|1|0|0|0|0|1|0|1|0|0|1|0|1|0|1|0|0|12/10/2017 0:00:00|
32FZP0010C|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PREESCOLAR NUM. 10|ZACATECAS|039|RÍO GRANDE|0001|RÍO GRANDE|PROLONGACIÓN LIBERTAD FRACCIONAMIENTO LOS ALAMOS|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJZ0006W|32ADG0005C|0|I2017|7|12|7|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|1|0|0|1|1|1|1|1|1|1|0|1|1|1|31/10/2017 0:00:00|
32FZP0011B|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PREESCOLAR NUM. 11|ZACATECAS|039|RÍO GRANDE|0001|RÍO GRANDE|CALLE ZARAGOZA COLONIA SAUCES|2|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJZ0006W|32ADG0005C|0|I2017|9|14|9|0|45|0|1|1|0|0|0|0|1|1|0|0|0|0|2|2|1|0|0|0|0|0|1|0|0|1|1|1|0|1|1|1|0|1|1|1|30/10/2017 0:00:00|
32FZP0012A|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PREESCOLAR NUM. 12|ZACATECAS|039|RÍO GRANDE|0001|RÍO GRANDE|PROLONGACIÓN LIBERTAD FRACCIONAMIENTO LOS ALAMOS|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJZ0006W|32ADG0005C|0|I2017|11|13|11|1|0|0|1|1|0|0|0|0|1|1|0|0|0|0|2|2|1|0|0|0|1|0|0|0|0|1|1|1|1|1|1|0|0|1|1|1|26/10/2017 0:00:00|
32FZP0013Z|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PREESCOLAR NUM. 13|ZACATECAS|042|SOMBRERETE|0042|COLONIA GONZÁLEZ ORTEGA|CALLE ALVARO OBREGON|10|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJZ0010I|32ADG0020V|0|I2017|7|12|7|1|0|0|1|1|1|0|1|0|1|1|0|0|0|1|2|3|0|0|1|0|0|0|1|0|1|0|1|1|1|1|1|1|1|1|1|1|10/11/2017 0:00:00|
32FZP0014Z|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PREESCOLAR NUM. 14|ZACATECAS|042|SOMBRERETE|0001|SOMBRERETE|CALLE MIGUEL HIDALGO COLONIA LA BLANCA|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJZ0010I|32ADG0020V|0|I2017|13|13|13|0|48|0|1|1|0|0|0|0|1|1|0|0|0|0|2|2|1|0|0|0|1|0|0|0|1|0|0|0|1|0|0|1|0|1|1|1|31/10/2017 0:00:00|
32FZP0015Y|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PREESCOLAR NUM. 15|ZACATECAS|042|SOMBRERETE|0001|SOMBRERETE|CALLE MAGNESIO LOMAS DEL CONSUELO|112|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJZ0010I|32ADG0020V|0|I2017|9|12|9|1|0|0|1|1|0|0|0|0|1|1|0|0|0|0|2|2|1|0|0|0|1|0|0|0|1|0|0|0|1|0|0|0|0|1|1|1|31/10/2017 0:00:00|
32FZP0016X|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PREESCOLAR NUM. 16|ZACATECAS|009|CHALCHIHUITES|0001|CHALCHIHUITES|CALLE 5 DE MAYO|506|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJZ0010I|32ADG0020V|0|I2017|8|9|8|1|15|0|1|1|0|0|0|0|1|1|0|0|0|0|2|2|1|0|0|1|0|0|0|1|0|0|0|0|1|1|1|1|1|1|1|1|28/10/2017 0:00:00|
32FZP0017W|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PREESCOLAR NUM. 17|ZACATECAS|040|SAIN ALTO|0001|SAIN ALTO|CALLE 18 DE JULIO|25|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJZ0010I|32ADG0020V|0|I2017|13|13|13|1|10|0|1|1|0|0|0|0|1|1|0|0|0|0|2|2|1|0|0|1|0|0|0|0|1|0|0|0|1|1|1|1|1|1|1|1|25/10/2017 0:00:00|
32FZP0018V|4|DISCONTINUO|SUPERVISION DE ZONA DE EDUCACION PREESCOLAR NUM. 18|ZACATECAS|056|ZACATECAS|0001|ZACATECAS|CALLE ANTIGUA CARRETERA PANAMERICANA KILOMETRO 2.5|0|PÚBLICO|FEDERAL TRANSFERIDO||||0||0|||32FJZ0001A|32ADG0010O|0|I2017|12|14|12|0|45|0|1|1|0|1|1|0|1|1|0|0|0|0|3|3|1|0|0|1|0|0|0|0|1|0|0|0|0|1|0|1|0|1|1|1|26/10/2017 0:00:00|
